StudentID,Year,Term,Course,FinalGrade
S12408,2037,Spring,BIO110,94.5
S11120,2030,Summer,PSY101,87.5
S10144,2025,Fall,ENG201,74.1
S11849,2034,Fall,CHEM120,87.4
S10661,2028,Fall,CS150,71.6
S12073,2035,Spring,ENG201,86.9
S11318,2031,Fall,PSY101,75.1
S12648,2038,Summer,PSY101,89.5
S10432,2027,Fall,PSY101,72.5
S10264,2026,Fall,ECON210,71.3
S12079,2035,Summer,ECON210,81.7
S12486,2037,Spring,CHEM120,84.9
S10927,2029,Spring,ENG201,80.4
S11274,2031,Spring,CHEM120,89.7
S12511,2037,Spring,CHEM120,92.4
S10089,2025,Summer,PSY101,76.1
S11806,2034,Spring,ENG201,86.1
S10011,2025,Spring,ECON210,68.3
S11347,2031,Spring,PSY101,87.5
S12644,2038,Spring,MATH101,80.6
S12135,2035,Summer,ECON210,80.7
S11674,2033,Summer,CHEM120,95.6
S11605,2033,Fall,BIO110,75.0
S10982,2029,Summer,CS150,69.6
S13000,2040,Spring,CHEM120,76.7
S12754,2038,Summer,MATH101,88.7
S12194,2035,Summer,HIST205,86.9
S11864,2034,Fall,PSY101,94.4
S12328,2036,Summer,CS150,92.2
S11951,2034,Summer,PSY101,94.1
S12793,2038,Summer,ENG201,81.9
S11209,2031,Spring,CHEM120,94.0
S10765,2028,Fall,BIO110,70.4
S10807,2029,Summer,ECON210,73.5
S11742,2033,Spring,PSY101,83.2
S12305,2036,Summer,ENG201,100.0
S11395,2031,Spring,HIST205,81.5
S10582,2027,Spring,CHEM120,79.7
S10053,2025,Fall,PSY101,76.9
S10673,2028,Summer,CS150,73.0
S12518,2037,Summer,BIO110,86.2
S11585,2032,Spring,HIST205,86.9
S11020,2030,Summer,CS150,82.8
S11774,2033,Spring,BIO110,76.7
S11970,2034,Summer,ENG201,88.7
S12795,2038,Fall,BIO110,82.5
S11455,2032,Fall,BIO110,67.2
S12654,2038,Fall,HIST205,84.1
S11077,2030,Fall,ECON210,75.2
S10008,2025,Spring,MATH101,68.2
S11195,2030,Spring,HIST205,82.2
S11559,2032,Fall,BIO110,79.2
S11199,2030,Fall,BIO110,89.6
S11962,2034,Fall,BIO110,88.2
S11153,2030,Fall,HIST205,68.1
S12640,2038,Summer,PSY101,100.0
S11041,2030,Fall,MATH101,75.0
S10344,2026,Summer,BIO110,69.6
S11582,2032,Summer,BIO110,73.2
S10581,2027,Fall,CS150,71.3
S10417,2027,Summer,MATH101,75.6
S10191,2025,Summer,MATH101,78.9
S10715,2028,Fall,MATH101,84.8
S10253,2026,Spring,MATH101,81.6
S13050,2040,Summer,ECON210,81.0
S10230,2026,Fall,HIST205,67.5
S11519,2032,Summer,CS150,96.2
S10937,2029,Spring,CHEM120,83.0
S10993,2029,Spring,BIO110,71.9
S11148,2030,Spring,ECON210,91.4
S11452,2032,Fall,PSY101,83.3
S13034,2040,Summer,HIST205,92.5
S10904,2029,Fall,ECON210,78.9
S10083,2025,Spring,CHEM120,67.9
S11013,2030,Summer,HIST205,73.2
S10237,2026,Fall,PSY101,74.8
S11873,2034,Summer,HIST205,90.2
S10956,2029,Spring,CS150,80.1
S11445,2032,Fall,BIO110,76.1
S10334,2026,Fall,ENG201,81.1
S12280,2036,Summer,ENG201,72.9
S12762,2038,Summer,CS150,96.5
S10073,2025,Fall,BIO110,84.5
S10375,2026,Summer,CHEM120,67.2
S10470,2027,Fall,BIO110,72.5
S11756,2033,Spring,ECON210,81.6
S10304,2026,Summer,MATH101,73.2
S10386,2026,Fall,BIO110,76.1
S10108,2025,Summer,CHEM120,74.1
S10901,2029,Spring,PSY101,74.2
S11303,2031,Fall,PSY101,74.0
S11839,2034,Summer,ECON210,82.3
S12444,2037,Fall,BIO110,84.0
S10309,2026,Summer,CHEM120,71.7
S12714,2038,Spring,ENG201,92.3
S12844,2039,Fall,ECON210,92.4
S10337,2026,Fall,CS150,70.8
S12010,2035,Summer,ECON210,72.5
S12601,2038,Fall,ECON210,94.3
S11058,2030,Summer,CS150,83.0
S13110,2040,Fall,ECON210,82.7
S12525,2037,Fall,CHEM120,91.9
S10539,2027,Summer,HIST205,70.1
S12485,2037,Fall,HIST205,94.9
S10880,2029,Summer,ENG201,97.5
S10738,2028,Spring,ENG201,89.3
S10575,2027,Spring,PSY101,57.0
S11940,2034,Fall,CS150,86.5
S12888,2039,Fall,ECON210,87.6
S12542,2037,Summer,CS150,86.3
S11807,2034,Summer,BIO110,88.1
S12344,2036,Summer,ECON210,69.4
S11522,2032,Summer,MATH101,79.5
S12763,2038,Fall,CHEM120,84.3
S12671,2038,Spring,CS150,94.0
S11086,2030,Spring,ENG201,86.9
S11454,2032,Summer,BIO110,85.9
S11724,2033,Spring,ENG201,75.2
S10183,2025,Fall,PSY101,75.9
S12308,2036,Fall,PSY101,90.9
S10958,2029,Summer,HIST205,81.9
S10694,2028,Summer,ECON210,80.7
S11009,2030,Fall,CS150,74.4
S13090,2040,Summer,ECON210,77.5
S12057,2035,Fall,CS150,92.3
S11651,2033,Spring,CS150,85.3
S10367,2026,Spring,HIST205,73.4
S12414,2037,Spring,PSY101,96.1
S10084,2025,Fall,ENG201,65.5
S11145,2030,Fall,ECON210,78.8
S12398,2036,Summer,ECON210,88.3
S10759,2028,Summer,CHEM120,81.6
S12864,2039,Summer,HIST205,93.9
S10808,2029,Spring,CS150,87.4
S10619,2028,Summer,BIO110,77.8
S10780,2028,Summer,HIST205,77.4
S11269,2031,Fall,HIST205,89.9
S11966,2034,Spring,HIST205,82.4
S12831,2039,Spring,HIST205,83.3
S12372,2036,Summer,BIO110,87.9
S10093,2025,Summer,ECON210,69.4
S12935,2039,Fall,CS150,100.0
S12487,2037,Summer,CHEM120,87.6
S11225,2031,Spring,CHEM120,79.0
S12399,2036,Spring,ENG201,87.2
S12348,2036,Spring,ENG201,92.2
S10725,2028,Fall,CS150,74.5
S11712,2033,Fall,PSY101,65.3
S10480,2027,Summer,BIO110,73.6
S12292,2036,Summer,PSY101,87.3
S11894,2034,Fall,ECON210,83.3
S10120,2025,Spring,PSY101,78.3
S12152,2035,Fall,HIST205,85.5
S10195,2025,Summer,PSY101,75.1
S10149,2025,Fall,ENG201,74.4
S10524,2027,Summer,PSY101,68.6
S11223,2031,Summer,CHEM120,83.3
S12574,2037,Fall,ENG201,100.0
S11797,2033,Spring,PSY101,76.3
S11450,2032,Fall,PSY101,83.8
S10785,2028,Spring,ENG201,84.6
S11460,2032,Summer,MATH101,80.2
S10434,2027,Summer,ENG201,86.7
S11889,2034,Summer,HIST205,83.9
S12756,2038,Spring,CS150,90.9
S11419,2032,Fall,BIO110,85.4
S13077,2040,Spring,ECON210,96.4
S10272,2026,Summer,HIST205,82.6
S10960,2029,Spring,HIST205,82.5
S10021,2025,Spring,ECON210,70.2
S12924,2039,Spring,BIO110,91.4
S10938,2029,Spring,CHEM120,79.3
S11879,2034,Spring,PSY101,77.6
S12279,2036,Fall,ENG201,90.4
S11193,2030,Spring,CS150,81.2
S13033,2040,Spring,CS150,84.1
S12704,2038,Fall,ENG201,91.3
S12596,2037,Spring,HIST205,83.1
S11680,2033,Summer,ENG201,85.9
S12817,2039,Spring,BIO110,93.6
S11625,2033,Spring,MATH101,91.3
S13148,2040,Spring,MATH101,91.1
S12995,2039,Fall,CHEM120,91.3
S13018,2040,Fall,MATH101,88.4
S11789,2033,Fall,CS150,93.4
S12088,2035,Summer,CS150,81.7
S10856,2029,Summer,HIST205,70.7
S12324,2036,Fall,ECON210,86.6
S11386,2031,Fall,PSY101,90.4
S12368,2036,Fall,MATH101,77.7
S12909,2039,Summer,ECON210,100.0
S12294,2036,Summer,CHEM120,80.0
S11814,2034,Fall,PSY101,81.9
S13020,2040,Fall,CS150,100.0
S12415,2037,Fall,ECON210,90.2
S12358,2036,Fall,BIO110,72.5
S12957,2039,Fall,MATH101,88.8
S12084,2035,Spring,CHEM120,80.9
S11911,2034,Spring,ECON210,100.0
S13030,2040,Fall,MATH101,72.1
S10545,2027,Spring,PSY101,68.3
S10390,2026,Fall,ECON210,66.1
S12375,2036,Fall,BIO110,98.3
S12715,2038,Spring,CHEM120,72.5
S11757,2033,Spring,CS150,90.3
S12254,2036,Summer,ENG201,76.6
S11012,2030,Spring,CHEM120,95.3
S11379,2031,Spring,HIST205,94.6
S10929,2029,Fall,ECON210,76.8
S11809,2034,Fall,ENG201,91.2
S12614,2038,Summer,HIST205,94.1
S11076,2030,Fall,HIST205,66.2
S12950,2039,Summer,ECON210,100.0
S10028,2025,Spring,CHEM120,67.2
S10240,2026,Summer,MATH101,67.0
S12466,2037,Fall,HIST205,81.9
S12721,2038,Fall,HIST205,85.3
S11787,2033,Summer,BIO110,76.6
S12866,2039,Summer,BIO110,84.0
S10305,2026,Spring,PSY101,74.3
S13073,2040,Fall,MATH101,100.0
S12369,2036,Fall,HIST205,96.6
S10878,2029,Summer,CS150,77.2
S11265,2031,Fall,ECON210,68.7
S13037,2040,Summer,MATH101,93.4
S12456,2037,Summer,HIST205,83.4
S13189,2040,Fall,MATH101,100.0
S11436,2032,Fall,ECON210,79.3
S10536,2027,Summer,HIST205,67.8
S11644,2033,Fall,HIST205,74.2
S11915,2034,Summer,MATH101,79.7
S10182,2025,Spring,ECON210,63.4
S12054,2035,Spring,ENG201,74.6
S11920,2034,Summer,PSY101,68.2
S11253,2031,Spring,BIO110,83.0
S11325,2031,Summer,CS150,64.2
S12693,2038,Fall,BIO110,88.3
S10047,2025,Fall,CS150,80.5
S12247,2036,Summer,CS150,76.0
S10459,2027,Fall,ECON210,65.1
S12033,2035,Fall,BIO110,89.4
S10772,2028,Fall,MATH101,81.1
S10805,2029,Fall,ECON210,74.9
S10372,2026,Summer,CS150,84.9
S10752,2028,Summer,ECON210,68.2
S12993,2039,Spring,MATH101,89.0
S12380,2036,Summer,BIO110,79.0
S10406,2027,Summer,ECON210,66.1
S10577,2027,Fall,ENG201,80.8
S11637,2033,Fall,MATH101,86.1
S12410,2037,Summer,PSY101,94.6
S12631,2038,Summer,PSY101,93.0
S12113,2035,Spring,CHEM120,77.3
S10355,2026,Spring,ECON210,65.3
S12267,2036,Spring,MATH101,89.2
S12357,2036,Summer,CHEM120,87.8
S12177,2035,Spring,CHEM120,86.8
S12658,2038,Fall,PSY101,90.7
S10924,2029,Spring,HIST205,86.9
S12786,2038,Summer,ENG201,83.2
S13147,2040,Spring,MATH101,86.3
S11905,2034,Summer,CS150,87.6
S12536,2037,Summer,ENG201,95.8
S11216,2031,Summer,ENG201,74.6
S10266,2026,Spring,ECON210,86.4
S11562,2032,Spring,BIO110,61.9
S11329,2031,Summer,ENG201,84.8
S11572,2032,Fall,PSY101,83.7
S11461,2032,Summer,BIO110,71.5
S12552,2037,Fall,HIST205,100.0
S10511,2027,Summer,PSY101,74.3
S10323,2026,Summer,ENG201,90.1
S12974,2039,Spring,PSY101,98.0
S12891,2039,Spring,PSY101,73.6
S11179,2030,Summer,CS150,69.8
S11845,2034,Fall,CHEM120,75.8
S12125,2035,Summer,BIO110,89.7
S11286,2031,Spring,MATH101,65.3
S12599,2037,Summer,HIST205,84.1
S12158,2035,Fall,BIO110,95.6
S10006,2025,Spring,MATH101,84.6
S13102,2040,Spring,CHEM120,100.0
S12473,2037,Summer,ENG201,77.0
S11620,2033,Summer,BIO110,83.6
S10908,2029,Summer,PSY101,82.5
S11290,2031,Fall,ENG201,83.1
S13085,2040,Summer,CHEM120,94.5
S12811,2039,Fall,BIO110,85.6
S11313,2031,Fall,HIST205,84.5
S10106,2025,Fall,ECON210,87.1
S11560,2032,Summer,ECON210,81.2
S12651,2038,Fall,MATH101,100.0
S11423,2032,Spring,PSY101,74.6
S11953,2034,Fall,CHEM120,78.8
S10669,2028,Summer,ENG201,84.7
S11510,2032,Summer,ECON210,72.2
S13159,2040,Summer,MATH101,94.5
S12663,2038,Spring,MATH101,81.7
S11493,2032,Summer,HIST205,82.8
S12319,2036,Fall,CHEM120,77.9
S10861,2029,Fall,CS150,65.2
S12769,2038,Fall,CS150,87.8
S13191,2040,Spring,BIO110,97.7
S12251,2036,Fall,ENG201,98.8
S12899,2039,Spring,ENG201,93.0
S11430,2032,Fall,ENG201,83.8
S11727,2033,Spring,CHEM120,89.1
S11688,2033,Spring,CS150,84.9
S10205,2026,Summer,CHEM120,65.8
S11679,2033,Summer,CS150,79.2
S10865,2029,Fall,ECON210,74.2
S12307,2036,Spring,MATH101,85.2
S12513,2037,Summer,CS150,86.0
S10845,2029,Summer,MATH101,81.3
S11803,2034,Spring,MATH101,71.9
S10964,2029,Fall,BIO110,76.6
S11006,2030,Summer,MATH101,85.8
S11596,2032,Summer,ENG201,86.3
S11685,2033,Spring,BIO110,92.2
S12461,2037,Summer,ENG201,93.9
S10561,2027,Spring,CS150,91.3
S10069,2025,Spring,HIST205,66.8
S11616,2033,Summer,ECON210,85.1
S10832,2029,Spring,HIST205,69.3
S12774,2038,Spring,MATH101,85.4
S11570,2032,Fall,HIST205,87.7
S13169,2040,Spring,HIST205,88.7
S10649,2028,Summer,ECON210,81.6
S13140,2040,Summer,CHEM120,98.8
S13153,2040,Summer,PSY101,89.0
S11891,2034,Fall,ENG201,84.1
S12173,2035,Spring,MATH101,86.5
S13010,2040,Summer,CS150,91.3
S10482,2027,Fall,BIO110,61.8
S11549,2032,Spring,PSY101,91.1
S13100,2040,Summer,ECON210,86.3
S11835,2034,Spring,CS150,86.9
S12558,2037,Spring,CS150,90.6
S10523,2027,Summer,CS150,79.2
S12258,2036,Summer,PSY101,65.8
S10016,2025,Spring,CHEM120,63.9
S12729,2038,Fall,CHEM120,85.5
S10906,2029,Spring,CHEM120,66.5
S12922,2039,Summer,ECON210,89.1
S12593,2037,Spring,ECON210,88.5
S10249,2026,Summer,CS150,76.6
S11910,2034,Summer,ECON210,97.9
S11663,2033,Fall,CS150,77.8
S11770,2033,Spring,PSY101,83.0
S11434,2032,Spring,ECON210,80.0
S11308,2031,Spring,ENG201,88.7
S12301,2036,Fall,ENG201,78.7
S10787,2028,Fall,CS150,79.7
S11131,2030,Fall,HIST205,82.0
S12951,2039,Fall,MATH101,96.9
S10490,2027,Fall,ECON210,74.6
S11837,2034,Spring,ECON210,84.9
S12436,2037,Fall,PSY101,86.9
S12025,2035,Summer,ECON210,86.8
S10111,2025,Summer,PSY101,71.8
S11636,2033,Spring,CHEM120,75.0
S12709,2038,Spring,MATH101,100.0
S12426,2037,Fall,PSY101,92.6
S11723,2033,Fall,ECON210,87.6
S12665,2038,Fall,BIO110,78.4
S12124,2035,Spring,BIO110,85.5
S12321,2036,Fall,BIO110,92.9
S13105,2040,Spring,CS150,94.9
S13186,2040,Fall,BIO110,82.4
S11682,2033,Spring,ECON210,75.4
S10753,2028,Summer,MATH101,84.4
S11465,2032,Summer,ECON210,86.0
S11975,2034,Fall,PSY101,80.9
S10743,2028,Spring,ECON210,76.2
S10296,2026,Summer,CHEM120,80.5
S11606,2033,Fall,MATH101,83.6
S11860,2034,Spring,BIO110,82.9
S10504,2027,Spring,ECON210,69.5
S11398,2031,Summer,ECON210,89.6
S10972,2029,Summer,HIST205,84.1
S12921,2039,Fall,BIO110,96.6
S11117,2030,Spring,BIO110,78.2
S12035,2035,Fall,ENG201,100.0
S12592,2037,Fall,CHEM120,87.7
S11432,2032,Fall,BIO110,88.2
S10767,2028,Fall,ECON210,90.2
S11092,2030,Summer,CHEM120,84.5
S11004,2030,Summer,ECON210,84.3
S10114,2025,Fall,ENG201,70.5
S11207,2031,Summer,PSY101,74.7
S11767,2033,Fall,ENG201,81.3
S10520,2027,Fall,HIST205,61.3
S12557,2037,Spring,CS150,88.0
S12711,2038,Fall,ECON210,100.0
S13196,2040,Spring,ENG201,97.7
S11999,2034,Spring,MATH101,78.0
S12416,2037,Spring,CS150,92.4
S10218,2026,Spring,ENG201,69.5
S12911,2039,Fall,PSY101,93.5
S10446,2027,Fall,ECON210,77.6
S10866,2029,Fall,ECON210,79.6
S11828,2034,Spring,CHEM120,83.2
S12520,2037,Spring,PSY101,89.4
S11532,2032,Spring,CS150,83.9
S11650,2033,Summer,MATH101,87.3
S13113,2040,Summer,BIO110,82.3
S11509,2032,Fall,CS150,93.2
S11196,2030,Spring,CHEM120,78.5
S12833,2039,Fall,MATH101,88.5
S12563,2037,Summer,ECON210,90.0
S11960,2034,Summer,BIO110,83.6
S11652,2033,Fall,MATH101,84.2
S11583,2032,Summer,ENG201,81.8
S10250,2026,Spring,CHEM120,63.2
S11228,2031,Spring,CHEM120,87.7
S13119,2040,Spring,CHEM120,100.0
S11834,2034,Spring,PSY101,79.1
S11811,2034,Summer,ECON210,85.2
S11016,2030,Fall,HIST205,73.5
S10515,2027,Spring,HIST205,80.7
S13086,2040,Spring,BIO110,91.5
S11587,2032,Spring,PSY101,78.4
S11188,2030,Spring,MATH101,83.1
S13122,2040,Summer,HIST205,95.9
S11360,2031,Fall,BIO110,79.9
S11068,2030,Summer,HIST205,74.9
S10247,2026,Fall,BIO110,68.1
S11024,2030,Spring,MATH101,92.5
S11504,2032,Fall,HIST205,80.0
S11169,2030,Fall,CS150,85.5
S13055,2040,Summer,CHEM120,85.1
S12048,2035,Spring,ENG201,82.7
S12989,2039,Summer,BIO110,100.0
S11725,2033,Summer,PSY101,91.4
S11483,2032,Summer,ENG201,78.1
S11719,2033,Summer,BIO110,79.2
S10812,2029,Spring,CHEM120,88.9
S12086,2035,Fall,ENG201,81.3
S11813,2034,Summer,BIO110,91.2
S11346,2031,Spring,ENG201,59.6
S11952,2034,Summer,MATH101,76.8
S12012,2035,Spring,PSY101,79.2
S11847,2034,Summer,PSY101,77.1
S10833,2029,Summer,BIO110,71.2
S10130,2025,Spring,BIO110,59.6
S11775,2033,Summer,HIST205,72.1
S12683,2038,Fall,ECON210,95.2
S11232,2031,Summer,CS150,79.3
S12708,2038,Summer,CHEM120,86.5
S10171,2025,Fall,BIO110,65.5
S12488,2037,Spring,CHEM120,88.2
S11760,2033,Fall,BIO110,95.8
S10113,2025,Fall,MATH101,91.7
S10040,2025,Summer,HIST205,77.9
S12999,2039,Fall,CHEM120,89.4
S10995,2029,Spring,BIO110,75.1
S12196,2035,Spring,BIO110,88.7
S10086,2025,Spring,BIO110,79.3
S12879,2039,Summer,HIST205,89.2
S11319,2031,Spring,HIST205,78.5
S12815,2039,Spring,ENG201,97.2
S11127,2030,Summer,HIST205,72.6
S11348,2031,Summer,PSY101,69.1
S10568,2027,Spring,HIST205,59.7
S13080,2040,Spring,ENG201,100.0
S12322,2036,Summer,BIO110,90.3
S10529,2027,Spring,PSY101,67.4
S12692,2038,Fall,PSY101,89.0
S12131,2035,Summer,CHEM120,85.5
S12731,2038,Fall,PSY101,100.0
S10326,2026,Summer,BIO110,82.6
S12090,2035,Spring,MATH101,87.9
S10075,2025,Fall,HIST205,78.6
S11854,2034,Spring,ECON210,92.0
S13053,2040,Spring,HIST205,85.7
S10864,2029,Fall,BIO110,72.4
S10893,2029,Fall,HIST205,86.7
S11146,2030,Spring,CHEM120,69.9
S12902,2039,Fall,CS150,86.1
S10950,2029,Fall,CS150,75.4
S10635,2028,Fall,HIST205,62.8
S11694,2033,Summer,BIO110,83.7
S11632,2033,Fall,CS150,77.5
S12446,2037,Summer,CHEM120,90.4
S10056,2025,Spring,ECON210,65.3
S10393,2026,Summer,ECON210,88.0
S10307,2026,Spring,MATH101,68.6
S13084,2040,Summer,ECON210,90.5
S12168,2035,Spring,MATH101,83.5
S12963,2039,Spring,BIO110,82.2
S10483,2027,Spring,HIST205,76.3
S11231,2031,Summer,PSY101,69.0
S11406,2032,Summer,ECON210,70.0
S12074,2035,Summer,ECON210,80.4
S12637,2038,Summer,PSY101,96.9
S11323,2031,Fall,BIO110,83.9
S12167,2035,Spring,PSY101,75.3
S12538,2037,Spring,CHEM120,78.0
S12042,2035,Spring,ECON210,81.1
S12830,2039,Spring,HIST205,77.0
S12896,2039,Spring,HIST205,74.0
S12164,2035,Fall,HIST205,98.0
S12492,2037,Spring,ENG201,84.1
S13005,2040,Spring,ENG201,81.3
S11866,2034,Summer,ECON210,92.3
S12859,2039,Fall,BIO110,92.2
S11761,2033,Summer,MATH101,88.6
S10652,2028,Summer,PSY101,73.8
S12495,2037,Fall,MATH101,94.5
S10891,2029,Summer,ENG201,81.4
S12011,2035,Summer,CHEM120,79.2
S12286,2036,Fall,ENG201,92.9
S12127,2035,Spring,HIST205,94.2
S11403,2032,Spring,ENG201,87.1
S12468,2037,Summer,ECON210,93.5
S10308,2026,Summer,PSY101,77.7
S10492,2027,Fall,PSY101,75.3
S10302,2026,Summer,BIO110,79.3
S10947,2029,Spring,CS150,71.8
S12509,2037,Fall,ECON210,77.4
S10410,2027,Spring,CHEM120,80.4
S11069,2030,Summer,ENG201,81.4
S10122,2025,Summer,CHEM120,83.2
S13107,2040,Summer,CS150,96.6
S11488,2032,Spring,BIO110,69.1
S11159,2030,Summer,ENG201,76.1
S11914,2034,Summer,ENG201,69.6
S12226,2036,Summer,CHEM120,98.0
S13058,2040,Summer,ENG201,82.4
S11575,2032,Summer,ENG201,81.0
S11746,2033,Fall,CS150,90.5
S12894,2039,Spring,CHEM120,94.7
S12147,2035,Summer,CHEM120,78.7
S13003,2040,Summer,HIST205,100.0
S11306,2031,Fall,ENG201,80.2
S11919,2034,Fall,CHEM120,80.2
S10548,2027,Fall,HIST205,77.6
S13182,2040,Spring,MATH101,83.2
S12253,2036,Fall,ENG201,86.6
S11520,2032,Fall,BIO110,91.1
S12355,2036,Fall,ENG201,88.8
S11353,2031,Fall,CHEM120,86.1
S10436,2027,Summer,CS150,87.7
S11022,2030,Fall,PSY101,78.5
S12566,2037,Spring,CHEM120,80.0
S10382,2026,Spring,CHEM120,56.3
S12260,2036,Summer,BIO110,90.2
S13043,2040,Summer,BIO110,93.8
S12314,2036,Spring,HIST205,92.0
S11285,2031,Fall,ECON210,69.4
S10038,2025,Fall,CHEM120,61.4
S13040,2040,Summer,BIO110,96.9
S10369,2026,Fall,CHEM120,67.1
S12861,2039,Fall,CHEM120,94.5
S12384,2036,Spring,ECON210,86.9
S12539,2037,Summer,ECON210,88.4
S12961,2039,Spring,MATH101,85.8
S11055,2030,Fall,ECON210,73.3
S11990,2034,Spring,PSY101,90.4
S10514,2027,Fall,ENG201,70.1
S11993,2034,Summer,PSY101,89.7
S12625,2038,Summer,HIST205,82.4
S12848,2039,Summer,ECON210,85.8
S10641,2028,Spring,ENG201,89.4
S12629,2038,Spring,MATH101,85.5
S11358,2031,Summer,ECON210,68.2
S12697,2038,Fall,PSY101,78.8
S10614,2028,Fall,CHEM120,95.6
S12876,2039,Spring,MATH101,83.2
S11033,2030,Fall,HIST205,83.8
S10618,2028,Spring,MATH101,79.8
S12064,2035,Fall,ENG201,87.5
S13104,2040,Summer,PSY101,86.2
S10157,2025,Spring,MATH101,75.8
S11629,2033,Fall,PSY101,89.5
S10711,2028,Spring,BIO110,75.2
S10429,2027,Fall,HIST205,60.6
S10874,2029,Fall,PSY101,77.1
S10973,2029,Fall,HIST205,72.1
S11087,2030,Summer,CS150,80.6
S12165,2035,Summer,MATH101,77.2
S13091,2040,Summer,MATH101,98.1
S12675,2038,Spring,CS150,73.6
S12718,2038,Fall,MATH101,84.6
S10689,2028,Summer,CS150,79.6
S11212,2031,Fall,PSY101,74.3
S10194,2025,Fall,ENG201,73.4
S11184,2030,Spring,CHEM120,70.7
S11728,2033,Fall,MATH101,85.6
S11469,2032,Spring,HIST205,84.9
S10188,2025,Summer,BIO110,65.2
S12462,2037,Fall,ENG201,91.9
S11521,2032,Fall,ECON210,86.0
S12145,2035,Fall,CS150,97.3
S12204,2036,Spring,CS150,79.0
S11647,2033,Fall,ECON210,90.6
S10823,2029,Summer,MATH101,74.4
S11174,2030,Spring,MATH101,72.6
S10608,2028,Summer,CHEM120,61.8
S13087,2040,Fall,HIST205,100.0
S12661,2038,Fall,ENG201,82.2
S12313,2036,Summer,PSY101,90.6
S10438,2027,Spring,ENG201,61.0
S11097,2030,Spring,PSY101,62.7
S11741,2033,Summer,MATH101,81.3
S11721,2033,Fall,HIST205,80.6
S12820,2039,Summer,ECON210,88.4
S11612,2033,Spring,CS150,89.7
S12842,2039,Fall,ENG201,100.0
S11735,2033,Spring,HIST205,69.7
S13184,2040,Fall,HIST205,85.8
S12021,2035,Fall,MATH101,87.6
S10413,2027,Spring,ENG201,84.9
S12302,2036,Spring,ENG201,83.6
S11985,2034,Summer,MATH101,88.1
S10744,2028,Summer,ECON210,80.1
S10613,2028,Spring,BIO110,67.0
S12270,2036,Summer,CHEM120,89.4
S10341,2026,Summer,CS150,75.3
S12052,2035,Summer,HIST205,80.1
S11366,2031,Fall,ECON210,79.8
S11566,2032,Spring,HIST205,81.9
S11661,2033,Spring,MATH101,81.7
S12916,2039,Summer,PSY101,89.3
S11017,2030,Fall,ENG201,74.8
S12858,2039,Summer,PSY101,100.0
S10421,2027,Spring,CHEM120,88.7
S12952,2039,Fall,ECON210,94.4
S12586,2037,Fall,ECON210,77.4
S12895,2039,Spring,PSY101,100.0
S12300,2036,Summer,ECON210,95.1
S12582,2037,Spring,MATH101,87.6
S10200,2026,Fall,CS150,76.2
S11172,2030,Fall,BIO110,79.5
S12816,2039,Spring,MATH101,94.5
S12448,2037,Spring,ENG201,81.7
S12510,2037,Summer,MATH101,91.9
S12180,2035,Fall,MATH101,83.8
S10648,2028,Fall,CHEM120,74.2
S12018,2035,Fall,MATH101,90.4
S10045,2025,Summer,HIST205,66.2
S11204,2031,Fall,CS150,80.4
S12059,2035,Spring,MATH101,86.9
S11425,2032,Fall,CHEM120,65.6
S10041,2025,Fall,CHEM120,73.4
S13066,2040,Fall,HIST205,100.0
S10862,2029,Spring,MATH101,89.7
S11846,2034,Fall,MATH101,94.1
S13052,2040,Fall,HIST205,89.7
S11163,2030,Summer,BIO110,65.5
S11730,2033,Summer,ECON210,80.9
S11887,2034,Spring,BIO110,87.4
S10153,2025,Spring,HIST205,73.9
S13115,2040,Spring,ENG201,94.0
S10080,2025,Summer,MATH101,70.2
S10695,2028,Fall,PSY101,73.5
S13111,2040,Spring,ECON210,89.7
S10468,2027,Spring,MATH101,70.4
S12964,2039,Spring,HIST205,100.0
S12573,2037,Spring,PSY101,87.6
S12948,2039,Fall,HIST205,89.2
S11278,2031,Summer,PSY101,81.5
S10961,2029,Spring,HIST205,88.0
S11014,2030,Spring,PSY101,92.6
S11000,2030,Fall,ECON210,89.9
S10231,2026,Fall,HIST205,75.1
S11438,2032,Fall,PSY101,85.3
S12306,2036,Fall,ENG201,91.5
S12339,2036,Summer,ENG201,81.4
S13171,2040,Fall,ENG201,96.9
S12691,2038,Summer,MATH101,87.4
S12893,2039,Spring,BIO110,92.4
S11558,2032,Fall,CHEM120,93.3
S11397,2031,Summer,CS150,72.2
S10110,2025,Fall,PSY101,56.6
S11428,2032,Fall,CHEM120,79.6
S13134,2040,Spring,HIST205,92.3
S10525,2027,Spring,CHEM120,60.2
S10184,2025,Fall,MATH101,70.2
S10115,2025,Spring,PSY101,74.4
S10251,2026,Fall,HIST205,80.7
S12595,2037,Summer,HIST205,70.0
S12422,2037,Fall,ENG201,86.2
S12639,2038,Spring,CHEM120,92.5
S11547,2032,Fall,BIO110,83.7
S12026,2035,Summer,ENG201,99.7
S11078,2030,Spring,CHEM120,90.7
S11603,2033,Summer,BIO110,76.3
S10228,2026,Fall,CS150,67.6
S12075,2035,Fall,ECON210,82.8
S10640,2028,Summer,ECON210,73.3
S12351,2036,Spring,BIO110,91.6
S11924,2034,Fall,BIO110,100.0
S12381,2036,Spring,MATH101,79.0
S10448,2027,Summer,PSY101,70.6
S11996,2034,Fall,CS150,83.8
S11593,2032,Summer,ENG201,88.6
S11279,2031,Summer,CHEM120,77.5
